Dataset_ID	num_genes	mean_score
GSE32646.tsv	5	0.7757539682539683
GSE32646.tsv	5	0.6179761904761905
GSE32646.tsv	5	0.6572619047619048
GSE32646.tsv	5	0.6723412698412699
GSE32646.tsv	5	0.47658730158730156
GSE32646.tsv	5	0.6087698412698412
GSE32646.tsv	5	0.7543253968253968
GSE32646.tsv	5	0.7047222222222222
GSE32646.tsv	5	0.5638888888888889
GSE32646.tsv	5	0.4643650793650793
GSE32646.tsv	5	0.618968253968254
GSE32646.tsv	5	0.5771825396825395
GSE32646.tsv	5	0.745436507936508
GSE32646.tsv	5	0.5337301587301587
GSE32646.tsv	5	0.688015873015873
GSE32646.tsv	5	0.6544444444444444
GSE32646.tsv	5	0.7025396825396826
GSE32646.tsv	5	0.5828571428571429
GSE32646.tsv	5	0.5044841269841269
GSE32646.tsv	5	0.4863492063492064
GSE32646.tsv	5	0.5728174603174603
GSE32646.tsv	5	0.5771428571428572
GSE32646.tsv	5	0.6153968253968254
GSE32646.tsv	5	0.6943253968253968
GSE32646.tsv	5	0.6182142857142857
GSE32646.tsv	5	0.4803174603174603
GSE32646.tsv	5	0.5825
GSE32646.tsv	5	0.6905952380952382
GSE32646.tsv	5	0.5428968253968254
GSE32646.tsv	5	0.6969047619047619
GSE32646.tsv	5	0.63
GSE32646.tsv	5	0.6292857142857142
GSE32646.tsv	5	0.6348015873015873
GSE32646.tsv	5	0.6719444444444445
GSE32646.tsv	5	0.5059126984126985
GSE32646.tsv	5	0.5843650793650793
GSE32646.tsv	5	0.42218253968253966
GSE32646.tsv	5	0.4506349206349206
GSE32646.tsv	5	0.6289285714285714
GSE32646.tsv	5	0.49119047619047623
GSE32646.tsv	5	0.5721825396825396
GSE32646.tsv	5	0.6967857142857143
GSE32646.tsv	5	0.5903571428571428
GSE32646.tsv	5	0.5739682539682539
GSE32646.tsv	5	0.4932936507936508
GSE32646.tsv	5	0.5441666666666667
GSE32646.tsv	5	0.5953968253968254
GSE32646.tsv	5	0.5863492063492062
GSE32646.tsv	5	0.5351587301587302
GSE32646.tsv	5	0.4903174603174604
GSE32646.tsv	5	0.6994841269841269
GSE32646.tsv	5	0.5104761904761904
GSE32646.tsv	5	0.5346428571428572
GSE32646.tsv	5	0.46341269841269844
GSE32646.tsv	5	0.5680555555555555
GSE32646.tsv	5	0.6350396825396825
GSE32646.tsv	5	0.6786507936507936
GSE32646.tsv	5	0.6680158730158731
GSE32646.tsv	5	0.6157142857142858
GSE32646.tsv	5	0.5318650793650793
GSE32646.tsv	5	0.6870634920634922
GSE32646.tsv	5	0.6158730158730159
GSE32646.tsv	5	0.5393253968253967
GSE32646.tsv	5	0.5299206349206349
GSE32646.tsv	5	0.6766666666666667
GSE32646.tsv	5	0.6252380952380953
GSE32646.tsv	5	0.5975396825396825
GSE32646.tsv	5	0.5808333333333333
GSE32646.tsv	5	0.5831349206349206
GSE24185.tsv	5	0.5910714285714287
GSE24185.tsv	5	0.5835714285714285
GSE24185.tsv	5	0.5675
GSE24185.tsv	5	0.5867857142857142
GSE24185.tsv	5	0.49964285714285717
GSE24185.tsv	5	0.6757142857142857
GSE24185.tsv	5	0.6710714285714285
GSE24185.tsv	5	0.5900000000000001
GSE24185.tsv	5	0.5842857142857143
GSE24185.tsv	5	0.47821428571428565
GSE24185.tsv	5	0.6167857142857143
GSE24185.tsv	5	0.5875
GSE24185.tsv	5	0.6
GSE24185.tsv	5	0.7503571428571428
GSE24185.tsv	5	0.7610714285714286
GSE24185.tsv	5	0.8039285714285714
GSE24185.tsv	5	0.6685714285714286
GSE24185.tsv	5	0.5782142857142857
GSE24185.tsv	5	0.5650000000000001
GSE24185.tsv	5	0.59
GSE24185.tsv	5	0.5810714285714285
GSE24185.tsv	5	0.5257142857142858
GSE24185.tsv	5	0.7178571428571427
GSE24185.tsv	5	0.5767857142857143
GSE24185.tsv	5	0.5507142857142857
GSE24185.tsv	5	0.6167857142857143
GSE24185.tsv	5	0.5760714285714286
GSE24185.tsv	5	0.6992857142857142
GSE24185.tsv	5	0.5757142857142858
GSE24185.tsv	5	0.5792857142857143
GSE24185.tsv	5	0.5857142857142857
GSE24185.tsv	5	0.7246428571428571
GSE24185.tsv	5	0.5825
GSE24185.tsv	5	0.6153571428571428
GSE24185.tsv	5	0.5789285714285715
GSE24185.tsv	5	0.6125
GSE24185.tsv	5	0.5875
GSE24185.tsv	5	0.5321428571428571
GSE24185.tsv	5	0.5742857142857143
GSE24185.tsv	5	0.6635714285714286
GSE24185.tsv	5	0.41535714285714287
GSE24185.tsv	5	0.5025
GSE24185.tsv	5	0.5439285714285715
GSE24185.tsv	5	0.6653571428571429
GSE24185.tsv	5	0.645
GSE24185.tsv	5	0.7053571428571429
GSE24185.tsv	5	0.7278571428571429
GSE24185.tsv	5	0.7135714285714285
GSE24185.tsv	5	0.4128571428571428
GSE24185.tsv	5	0.3614285714285715
GSE24185.tsv	5	0.6275000000000001
GSE24185.tsv	5	0.5382142857142858
GSE24185.tsv	5	0.7135714285714287
GSE24185.tsv	5	0.6567857142857143
GSE24185.tsv	5	0.6675000000000001
GSE24185.tsv	5	0.4632142857142858
GSE24185.tsv	5	0.48321428571428565
GSE24185.tsv	5	0.5782142857142857
GSE24185.tsv	5	0.7042857142857144
GSE24185.tsv	5	0.464642857142857
GSE24185.tsv	5	0.7696428571428571
GSE24185.tsv	5	0.6810714285714285
GSE24185.tsv	5	0.7103571428571429
GSE24185.tsv	5	0.6849999999999999
GSE24185.tsv	5	0.5225
GSE24185.tsv	5	0.47857142857142854
GSE24185.tsv	5	0.49714285714285716
GSE24185.tsv	5	0.5585714285714286
GSE24185.tsv	5	0.6460714285714285
GSE24185.tsv	5	0.5157142857142857
GSE24185.tsv	5	0.7028571428571428
GSE24185.tsv	5	0.6542857142857142
GSE24185.tsv	5	0.6953571428571428
GSE24185.tsv	5	0.5314285714285714
GSE24185.tsv	5	0.5642857142857143
GSE24185.tsv	5	0.6514285714285715
GSE24185.tsv	5	0.625
GSE24185.tsv	5	0.6917857142857142
GSE24185.tsv	5	0.57
GSE24185.tsv	5	0.48571428571428577
GSE24185.tsv	5	0.5349999999999999
GSE24185.tsv	5	0.6892857142857143
GSE24185.tsv	5	0.5957142857142858
GSE24185.tsv	5	0.5549999999999999
GSE24185.tsv	5	0.5442857142857143
GSE24185.tsv	5	0.6132142857142857
GSE24185.tsv	5	0.4014285714285714
GSE24185.tsv	5	0.7217857142857144
GSE24185.tsv	5	0.6078571428571429
GSE24185.tsv	5	0.5214285714285714
GSE24185.tsv	5	0.6910714285714286
GSE24185.tsv	5	0.6182142857142857
GSE24185.tsv	5	0.5182142857142857
GSE24185.tsv	5	0.4482142857142857
GSE24185.tsv	5	0.5957142857142856
GSE24185.tsv	5	0.5717857142857142
GSE24185.tsv	5	0.7467857142857144
GSE24185.tsv	5	0.5864285714285714
GSE24185.tsv	5	0.5214285714285715
GSE24185.tsv	5	0.7160714285714285
GSE10810.tsv	5	0.4916666666666666
GSE10810.tsv	5	0.5416666666666666
GSE10810.tsv	5	0.5583333333333333
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.775
GSE10810.tsv	5	0.5166666666666666
GSE10810.tsv	5	0.375
GSE10810.tsv	5	0.675
GSE10810.tsv	5	0.7166666666666666
GSE10810.tsv	5	0.7083333333333333
GSE10810.tsv	5	0.8083333333333332
GSE10810.tsv	5	0.7416666666666666
GSE10810.tsv	5	0.6583333333333333
GSE10810.tsv	5	0.6083333333333333
GSE10810.tsv	5	0.5083333333333333
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.5166666666666666
GSE10810.tsv	5	0.6583333333333333
GSE10810.tsv	5	0.6583333333333333
GSE10810.tsv	5	0.425
GSE10810.tsv	5	0.6916666666666667
GSE10810.tsv	5	0.5416666666666666
GSE10810.tsv	5	0.7083333333333333
GSE10810.tsv	5	0.7583333333333333
GSE10810.tsv	5	0.6583333333333333
GSE10810.tsv	5	0.525
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.475
GSE10810.tsv	5	0.6666666666666666
GSE10810.tsv	5	0.5666666666666667
GSE10810.tsv	5	0.5416666666666666
GSE10810.tsv	5	0.7166666666666666
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.6916666666666667
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.6416666666666666
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.65
GSE10810.tsv	5	0.4666666666666666
GSE10810.tsv	5	0.5583333333333333
GSE10810.tsv	5	0.6333333333333333
GSE10810.tsv	5	0.375
GSE10810.tsv	5	0.775
GSE10810.tsv	5	0.475
GSE10810.tsv	5	0.6583333333333333
GSE10810.tsv	5	0.5333333333333333
GSE10810.tsv	5	0.625
GSE10810.tsv	5	0.31666666666666665
GSE10810.tsv	5	0.5
GSE10810.tsv	5	0.5666666666666667
GSE10810.tsv	5	0.4833333333333333
GSE10810.tsv	5	0.5166666666666666
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.4666666666666666
GSE10810.tsv	5	0.6083333333333333
GSE10810.tsv	5	0.7333333333333333
GSE10810.tsv	5	0.7833333333333333
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.625
GSE10810.tsv	5	0.65
GSE10810.tsv	5	0.6333333333333333
GSE10810.tsv	5	0.5583333333333333
GSE10810.tsv	5	0.6916666666666667
GSE10810.tsv	5	0.425
GSE10810.tsv	5	0.6083333333333333
GSE10810.tsv	5	0.6666666666666666
GSE10810.tsv	5	0.6
GSE10810.tsv	5	0.65
GSE10810.tsv	5	0.4416666666666666
GSE10810.tsv	5	0.5333333333333333
GSE10810.tsv	5	0.6
GSE10810.tsv	5	0.475
GSE10810.tsv	5	0.39166666666666666
GSE10810.tsv	5	0.6166666666666666
GSE10810.tsv	5	0.8
GSE10810.tsv	5	0.4916666666666666
GSE10810.tsv	5	0.7
GSE10810.tsv	5	0.5416666666666666
GSE10810.tsv	5	0.4916666666666666
GSE10810.tsv	5	0.6416666666666666
GSE10810.tsv	5	0.675
GSE10810.tsv	5	0.55
GSE10810.tsv	5	0.6666666666666666
GSE10810.tsv	5	0.5666666666666667
GSE10810.tsv	5	0.7916666666666666
GSE10810.tsv	5	0.85
GSE10810.tsv	5	0.6333333333333333
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.675
GSE10810.tsv	5	0.475
GSE10810.tsv	5	0.575
GSE10810.tsv	5	0.6166666666666666
GSE10810.tsv	5	0.6666666666666666
GSE10810.tsv	5	0.675
GSE10810.tsv	5	0.7333333333333333
GSE10810.tsv	5	0.4083333333333333
GSE10810.tsv	5	0.4916666666666666
GSE10810.tsv	5	0.8416666666666666
GSE5460.tsv	5	0.6703896103896103
GSE5460.tsv	5	0.635974025974026
GSE5460.tsv	5	0.5531168831168831
GSE5460.tsv	5	0.75004329004329
GSE5460.tsv	5	0.7132034632034632
GSE5460.tsv	5	0.7635930735930736
GSE5460.tsv	5	0.6675324675324676
GSE5460.tsv	5	0.5563203463203463
GSE5460.tsv	5	0.6917748917748918
GSE5460.tsv	5	0.6513419913419913
GSE5460.tsv	5	0.7676623376623375
GSE5460.tsv	5	0.7776623376623377
GSE5460.tsv	5	0.7167099567099566
GSE5460.tsv	5	0.6543290043290044
GSE5460.tsv	5	0.8234632034632036
GSE5460.tsv	5	0.7413419913419912
GSE5460.tsv	5	0.6337229437229437
GSE5460.tsv	5	0.7171861471861473
GSE5460.tsv	5	0.7904329004329005
GSE5460.tsv	5	0.6911255411255411
GSE5460.tsv	5	0.6822077922077922
GSE5460.tsv	5	0.6851515151515152
GSE5460.tsv	5	0.7352380952380951
GSE5460.tsv	5	0.7423809523809524
GSE5460.tsv	5	0.6055844155844156
GSE5460.tsv	5	0.6685281385281385
GSE5460.tsv	5	0.7067532467532467
GSE5460.tsv	5	0.7462770562770563
GSE5460.tsv	5	0.7883116883116883
GSE5460.tsv	5	0.7107359307359307
GSE5460.tsv	5	0.7090476190476191
GSE5460.tsv	5	0.8616450216450217
GSE5460.tsv	5	0.8172294372294372
GSE5460.tsv	5	0.6490476190476191
GSE5460.tsv	5	0.7279653679653679
GSE5460.tsv	5	0.6235930735930736
GSE5460.tsv	5	0.6741558441558442
GSE5460.tsv	5	0.652077922077922
GSE5460.tsv	5	0.7247619047619048
GSE5460.tsv	5	0.8059740259740259
GSE5460.tsv	5	0.6279653679653681
GSE5460.tsv	5	0.5398701298701298
GSE5460.tsv	5	0.626060606060606
GSE5460.tsv	5	0.8826839826839828
GSE5460.tsv	5	0.6137229437229438
GSE5460.tsv	5	0.6561038961038961
GSE5460.tsv	5	0.6694805194805195
GSE5460.tsv	5	0.8163636363636364
GSE5460.tsv	5	0.6393073593073593
GSE5460.tsv	5	0.6456709956709956
GSE5460.tsv	5	0.5221645021645023
GSE5460.tsv	5	0.5104761904761904
GSE5460.tsv	5	0.71008658008658
GSE5460.tsv	5	0.7263203463203463
GSE5460.tsv	5	0.7792207792207793
GSE5460.tsv	5	0.8007359307359307
GSE5460.tsv	5	0.6703030303030303
GSE5460.tsv	5	0.676060606060606
GSE5460.tsv	5	0.8802597402597403
GSE5460.tsv	5	0.6150216450216449
GSE5460.tsv	5	0.8993939393939394
GSE5460.tsv	5	0.774025974025974
GSE5460.tsv	5	0.6108225108225108
GSE5460.tsv	5	0.7011688311688312
GSE5460.tsv	5	0.7353679653679654
GSE5460.tsv	5	0.7377056277056278
GSE5460.tsv	5	0.6709956709956709
GSE5460.tsv	5	0.733852813852814
GSE5460.tsv	5	0.7133333333333334
GSE5460.tsv	5	0.6234632034632035
GSE5460.tsv	5	0.6714718614718614
GSE5460.tsv	5	0.8072294372294373
GSE5460.tsv	5	0.7692207792207792
GSE5460.tsv	5	0.5864502164502164
GSE5460.tsv	5	0.7676623376623377
GSE5460.tsv	5	0.6081385281385282
GSE5460.tsv	5	0.6766233766233766
GSE5460.tsv	5	0.6974891774891775
GSE5460.tsv	5	0.5830735930735931
GSE5460.tsv	5	0.7881385281385281
GSE5460.tsv	5	0.6667532467532468
GSE5460.tsv	5	0.8317316017316017
GSE5460.tsv	5	0.5930735930735931
GSE5460.tsv	5	0.6461904761904762
GSE5460.tsv	5	0.6675757575757576
GSE5460.tsv	5	0.6646320346320346
GSE5460.tsv	5	0.6937662337662337
GSE5460.tsv	5	0.7329870129870131
GSE5460.tsv	5	0.672943722943723
GSE5460.tsv	5	0.7138961038961038
GSE5460.tsv	5	0.7076623376623377
GSE5460.tsv	5	0.6975324675324676
GSE5460.tsv	5	0.6952380952380952
GSE5460.tsv	5	0.7719480519480519
GSE5460.tsv	5	0.6737662337662339
GSE5460.tsv	5	0.6994372294372294
GSE5460.tsv	5	0.8149783549783549
GSE5460.tsv	5	0.7416017316017316
GSE5460.tsv	5	0.6923809523809524
GSE5460.tsv	5	0.6652813852813854
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.6666666666666665
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7999999999999999
GSE21947.tsv	5	0.5999999999999999
GSE21947.tsv	5	0.4
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.4666666666666667
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.5999999999999999
GSE21947.tsv	5	0.5333333333333333
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.5999999999999999
GSE21947.tsv	5	0.5999999999999999
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.8
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.5
GSE21947.tsv	5	0.6333333333333333
GSE21947.tsv	5	0.9
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.8666666666666666
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.4666666666666667
GSE21947.tsv	5	0.4333333333333333
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.8333333333333333
GSE21947.tsv	5	0.5333333333333333
GSE21947.tsv	5	0.7333333333333333
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6333333333333332
GSE21947.tsv	5	0.6
GSE21947.tsv	5	0.7666666666666665
GSE21947.tsv	5	0.4666666666666666
GSE21947.tsv	5	0.7999999999999999
GSE21947.tsv	5	0.4
GSE21947.tsv	5	0.8666666666666666
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.7333333333333333
GSE21947.tsv	5	0.6333333333333332
GSE21947.tsv	5	0.4333333333333333
GSE21947.tsv	5	0.7333333333333334
GSE21947.tsv	5	0.5999999999999999
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.6333333333333333
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6333333333333333
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6333333333333333
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.4333333333333333
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.4333333333333333
GSE21947.tsv	5	0.7333333333333333
GSE21947.tsv	5	0.8333333333333333
GSE21947.tsv	5	0.4666666666666666
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.5666666666666667
GSE21947.tsv	5	0.4666666666666666
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6333333333333332
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6333333333333333
GSE21947.tsv	5	0.8333333333333333
GSE21947.tsv	5	0.8333333333333333
GSE21947.tsv	5	0.7666666666666665
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6
GSE21947.tsv	5	0.6666666666666666
GSE21947.tsv	5	0.6
GSE21947.tsv	5	0.7666666666666666
GSE21947.tsv	5	0.5333333333333333
GSE21947.tsv	5	0.4333333333333333
GSE21947.tsv	5	0.7333333333333332
GSE21947.tsv	5	0.7333333333333333
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7
GSE21947.tsv	5	0.7333333333333332
GSE23720.tsv	5	0.5741758241758242
GSE23720.tsv	5	0.5941188441188441
GSE23720.tsv	5	0.6320309320309321
GSE23720.tsv	5	0.4757020757020757
GSE23720.tsv	5	0.5693732193732194
GSE23720.tsv	5	0.6292633292633293
GSE23720.tsv	5	0.5822954822954823
GSE23720.tsv	5	0.4504477004477005
GSE23720.tsv	5	0.5828652828652828
GSE23720.tsv	5	0.5336792836792836
GSE23720.tsv	5	0.6828449328449329
GSE23720.tsv	5	0.6158119658119656
GSE23720.tsv	5	0.6526251526251526
GSE23720.tsv	5	0.5883394383394382
GSE23720.tsv	5	0.6147130647130646
GSE23720.tsv	5	0.6674603174603174
GSE23720.tsv	5	0.6335368335368337
GSE23720.tsv	5	0.6053724053724053
GSE23720.tsv	5	0.6270858770858772
GSE23720.tsv	5	0.578021978021978
GSE23720.tsv	5	0.6224053724053724
GSE23720.tsv	5	0.6133292633292633
GSE23720.tsv	5	0.6744607244607244
GSE23720.tsv	5	0.5945258445258446
GSE23720.tsv	5	0.6274928774928775
GSE23720.tsv	5	0.6008343508343508
GSE23720.tsv	5	0.5484940984940986
GSE23720.tsv	5	0.6905372405372405
GSE23720.tsv	5	0.6203500203500203
GSE23720.tsv	5	0.683109483109483
GSE23720.tsv	5	0.6013838013838013
GSE23720.tsv	5	0.7049450549450549
GSE23720.tsv	5	0.5932844932844932
GSE23720.tsv	5	0.5553724053724054
GSE23720.tsv	5	0.573911273911274
GSE23720.tsv	5	0.4691086691086691
GSE23720.tsv	5	0.6343508343508344
GSE23720.tsv	5	0.6746031746031746
GSE23720.tsv	5	0.6553724053724054
GSE23720.tsv	5	0.6427350427350428
GSE23720.tsv	5	0.5276353276353276
GSE23720.tsv	5	0.5673178673178674
GSE23720.tsv	5	0.5776149776149777
GSE23720.tsv	5	0.7176027676027676
GSE23720.tsv	5	0.5132071632071632
GSE23720.tsv	5	0.6725274725274726
GSE23720.tsv	5	0.696031746031746
GSE23720.tsv	5	0.7204721204721204
GSE23720.tsv	5	0.513064713064713
GSE23720.tsv	5	0.6111314611314611
GSE23720.tsv	5	0.5891534391534392
GSE23720.tsv	5	0.5795482295482295
GSE23720.tsv	5	0.5399877899877901
GSE23720.tsv	5	0.6313390313390315
GSE23720.tsv	5	0.7211640211640211
GSE23720.tsv	5	0.6614163614163614
GSE23720.tsv	5	0.5588115588115589
GSE23720.tsv	5	0.5861416361416361
GSE23720.tsv	5	0.7644281644281645
GSE23720.tsv	5	0.5373829873829874
GSE23720.tsv	5	0.7461538461538462
GSE23720.tsv	5	0.6666259666259665
GSE23720.tsv	5	0.624053724053724
GSE23720.tsv	5	0.6544159544159543
GSE23720.tsv	5	0.5573056573056574
GSE23720.tsv	5	0.48451363451363455
GSE23720.tsv	5	0.5638990638990639
GSE23720.tsv	5	0.5847781847781849
GSE23720.tsv	5	0.570919820919821
GSE23720.tsv	5	0.5816239316239317
GSE23720.tsv	5	0.46058201058201054
GSE23720.tsv	5	0.6158119658119658
GSE23720.tsv	5	0.686955636955637
GSE23720.tsv	5	0.5938339438339438
GSE23720.tsv	5	0.5681522181522182
GSE23720.tsv	5	0.6529100529100529
GSE23720.tsv	5	0.6325803825803826
GSE23720.tsv	5	0.6483516483516484
GSE23720.tsv	5	0.5903947903947904
GSE23720.tsv	5	0.544118844118844
GSE23720.tsv	5	0.49479039479039477
GSE23720.tsv	5	0.7075702075702076
GSE23720.tsv	5	0.5292836792836793
GSE23720.tsv	5	0.6111314611314611
